1,10000,0.2,0.2,1013
1,20000,0.2,0.2,1017
1,30000,0.2,0.2,993
1,40000,0.2,0.2,976
1,50000,0.2,0.2,995
1,60000,0.2,0.2,1011
1,70000,0.2,0.2,996
1,80000,0.2,0.2,1000
1,90000,0.2,0.2,1016
1,100000,0.2,0.2,969
1,110000,0.2,0.2,1014
1,120000,0.2,0.2,1022
1,130000,0.2,0.2,996
1,140000,0.2,0.2,993
1,150000,0.2,0.2,978
1,160000,0.2,0.2,1024
1,170000,0.2,0.2,994
1,180000,0.2,0.2,1022
1,190000,0.2,0.2,974
1,200000,0.2,0.2,1019
1,210000,0.2,0.2,948
1,220000,0.2,0.2,1019
1,230000,0.2,0.2,984
1,240000,0.2,0.2,1005
1,250000,0.2,0.2,961
1,260000,0.2,0.2,961
1,270000,0.2,0.2,1008
1,280000,0.2,0.2,1046
1,290000,0.2,0.2,981
1,300000,0.2,0.2,1015
1,310000,0.2,0.2,1033
1,320000,0.2,0.2,996
1,330000,0.2,0.2,1006
1,340000,0.2,0.2,1012
1,350000,0.2,0.2,998
1,360000,0.2,0.2,1005
1,370000,0.2,0.2,1017
1,380000,0.2,0.2,1006
1,390000,0.2,0.2,1007
1,400000,0.2,0.2,1030
1,410000,0.2,0.2,1025
1,420000,0.2,0.2,1038
1,430000,0.2,0.2,999
1,440000,0.2,0.2,1026
1,450000,0.2,0.2,957
1,460000,0.2,0.2,960
1,470000,0.2,0.2,1014
1,480000,0.2,0.2,1017
1,490000,0.2,0.2,1007
1,500000,0.2,0.2,972
6,10000,0,0,1041
6,20000,0,0,940
6,30000,0,0,1034
6,40000,0,0,1008
6,50000,0,0,978
6,60000,0,0,981
6,70000,0,0,974
6,80000,0,0,1024
6,90000,0,0,1007
6,100000,0,0,984
6,110000,0,0,1004
6,120000,0,0,1007
6,130000,0,0,1004
6,140000,0,0,1034
6,150000,0,0,1006
6,160000,0,0,1091
6,170000,0,0,988
6,180000,0,0,1009
6,190000,0,0,986
6,200000,0,0,993
6,210000,0,0,987
6,220000,0,0,1017
6,230000,0,0,1023
6,240000,0,0,961
6,250000,0,0,988
6,260000,0,0,1021
6,270000,0,0,1021
6,280000,0,0,1034
6,290000,0,0,1027
6,300000,0,0,994
6,310000,0,0,982
6,320000,0,0,1042
6,330000,0,0,989
6,340000,0,0,1005
6,350000,0,0,1008
6,360000,0,0,955
6,370000,0,0,995
6,380000,0,0,1029
6,390000,0,0,1025
6,400000,0,0,1054
6,410000,0,0,986
6,420000,0,0,1006
6,430000,0,0,994
6,440000,0,0,1012
6,450000,0,0,1014
6,460000,0,0,1044
6,470000,0,0,964
6,480000,0,0,1026
6,490000,0,0,993
6,500000,0,0,1011
7,10000,0,0,993
7,20000,0,0,1015
7,30000,0,0,1018
7,40000,0,0,999
7,50000,0,0,1009
7,60000,0,0,1015
7,70000,0,0,1007
7,80000,0,0,994
7,90000,0,0,1000
7,100000,0,0,962
7,110000,0,0,1028
7,120000,0,0,986
7,130000,0,0,1017
7,140000,0,0,1038
7,150000,0,0,1004
7,160000,0,0,970
7,170000,0,0,1015
7,180000,0,0,959
7,190000,0,0,1029
7,200000,0,0,962
7,210000,0,0,1015
7,220000,0,0,1030
7,230000,0,0,993
7,240000,0,0,1012
7,250000,0,0,993
7,260000,0,0,1012
7,270000,0,0,999
7,280000,0,0,1004
7,290000,0,0,987
7,300000,0,0,1000
7,310000,0,0,1001
7,320000,0,0,973
7,330000,0,0,1005
7,340000,0,0,976
7,350000,0,0,998
7,360000,0,0,992
7,370000,0,0,945
7,380000,0,0,964
7,390000,0,0,1007
7,400000,0,0,1026
7,410000,0,0,974
7,420000,0,0,1033
7,430000,0,0,993
7,440000,0,0,1021
7,450000,0,0,1022
7,460000,0,0,988
7,470000,0,0,1037
7,480000,0,0,982
7,490000,0,0,972
7,500000,0,0,999
10,10000,12.6342,15.4592,1006
10,20000,9.88819,8.78161,957
12,10000,0,0,1030
12,20000,0,0,984
12,30000,0,0,1027
12,40000,0,0,932
12,50000,0,0,989
12,60000,0,0,1010
12,70000,0,0,1029
12,80000,0,0,979
12,90000,0,0,984
12,100000,0,0,1003
12,110000,0,0,1024
12,120000,0,0,1001
12,130000,0,0,1002
12,140000,0,0,1004
12,150000,0,0,1012
12,160000,0,0,1009
12,170000,0,0,1008
12,180000,0,0,978
12,190000,0,0,1024
12,200000,0,0,1024
12,210000,0,0,1055
12,220000,0,0,978
12,230000,0,0,1000
12,240000,0,0,993
12,250000,0,0,985
12,260000,0,0,962
12,270000,0,0,1006
12,280000,0,0,980
12,290000,0,0,1029
12,300000,0,0,1030
12,310000,0,0,981
12,320000,0,0,1048
12,330000,0,0,1013
12,340000,0,0,1012
12,350000,0,0,1018
12,360000,0,0,994
12,370000,0,0,1020
12,380000,0,0,998
12,390000,0,0,1032
12,400000,0,0,999
12,410000,0,0,990
12,420000,0,0,1011
12,430000,0,0,979
12,440000,0,0,993
12,450000,0,0,1032
12,460000,0,0,1013
12,470000,0,0,984
12,480000,0,0,987
12,490000,0,0,980
12,500000,0,0,993
18,10000,0,0,1019
18,20000,0,0,998
18,30000,0,0,981
18,40000,0,0,1011
18,50000,0,0,1029
18,60000,0,0,962
18,70000,0,0,974
18,80000,0,0,990
18,90000,0,0,984
18,100000,0,0,1030
18,110000,0,0,995
18,120000,0,0,957
18,130000,0,0,982
18,140000,0,0,993
18,150000,0,0,1066
18,160000,0,0,994
18,170000,0,0,1000
18,180000,0,0,989
18,190000,0,0,994
18,200000,0,0,1004
18,210000,0,0,998
18,220000,0,0,980
18,230000,0,0,974
18,240000,0,0,1006
18,250000,0,0,970
18,260000,0,0,1009
18,270000,0,0,998
18,280000,0,0,1019
18,290000,0,0,1031
18,300000,0,0,1008
18,310000,0,0,1009
18,320000,0,0,1005
18,330000,0,0,1035
18,340000,0,0,1017
18,350000,0,0,1026
18,360000,0,0,1020
18,370000,0,0,1005
18,380000,0,0,992
18,390000,0,0,1012
18,400000,0,0,975
18,410000,0,0,984
18,420000,0,0,1031
18,430000,0,0,990
18,440000,0,0,1019
18,450000,0,0,985
18,460000,0,0,985
18,470000,0,0,1005
18,480000,0,0,943
18,490000,0,0,966
18,500000,0,0,1020
19,10000,0,0,996
19,20000,0,0,1017
19,30000,0,0,948
19,40000,0,0,997
19,50000,0,0,1024
19,60000,0,0,1010
19,70000,0,0,1034
19,80000,0,0,999
19,90000,0,0,1006
19,100000,0,0,968
19,110000,0,0,1018
19,120000,0,0,1006
19,130000,0,0,976
19,140000,0,0,972
19,150000,0,0,998
19,160000,0,0,1006
19,170000,0,0,1011
